,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating
278,957224,Beautiful 3 BR with Great Location,42.31885965,-71.11451513,House,8,1.0,3.0,4.0,93.0
279,4119345,Rare! Boston house near everything,42.31161875,-71.10910186,House,8,2.5,3.0,3.0,100.0
280,5495547,Spacious & Charming in JP,42.30189019,-71.12908358,House,5,1.5,3.0,3.0,100.0
281,12081834,"Fantastic Design, Spacious Boston",42.31947423,-71.10981262,Apartment,4,1.0,1.0,1.0,94.0
283,3988018,Sports Room/Near Subway/Free Passes,42.29552807,-71.11929019,Apartment,2,1.0,1.0,2.0,97.0
284,728238,Need to be cozy at the last minute,42.30963229,-71.11621848,Apartment,2,1.0,1.0,1.0,87.0
285,12997241,2 bdrms in JP Victorian,42.31321248,-71.10808728,Apartment,3,2.0,2.0,2.0,80.0
286,10074653,bright 3floor bedroom in a old brick city house,42.32139007,-71.1088521,Townhouse,1,1.0,1.0,1.0,100.0
287,4054079,Studio & Bath On 1st Floor in JP Boston Near Train,42.31653899,-71.1043184,Townhouse,2,1.0,0.0,1.0,95.0
288,12849003,Private Room/Bath 5mins from Green St MBTA Stop!,42.3112337,-71.10343443,Townhouse,2,1.0,1.0,1.0,98.0
289,8067585,Friendly Resting Spot/Great Transit,42.30512601,-71.11423328,Apartment,2,1.0,1.0,1.0,98.0
290,7723492,Private rm 15' bus ride to downtown,42.31039502,-71.11838026,Apartment,2,1.0,1.0,1.0,94.0
291,1956275,Beautiful 3 bd-2 ba  with parking.,42.30829329,-71.12399112,Apartment,6,2.0,3.0,3.0,88.0
292,1136972,Boston Room/Free Transit/ By Subway,42.29444215,-71.11994538,Apartment,2,1.0,1.0,1.0,96.0
293,1071235,Cozy JP Studio-Best Location!,42.31747806,-71.10819474,Apartment,2,1.0,1.0,1.0,94.0
294,4233242,Quiet Artist's Retreat,42.31299709,-71.10930512,Bed & Breakfast,2,1.0,1.0,1.0,97.0
296,3905508,Home Away from Home,42.28801846,-71.11367911,House,2,1.0,1.0,1.0,99.0
297,1628130,Rare! Pondside home-yours in July!,42.31171249,-71.11818369,House,10,3.5,4.0,7.0,100.0
299,9590679,"Clean, Comfortable, Convenient and Close to the T",42.32443218,-71.10789033,Condominium,1,1.0,1.0,1.0,100.0
300,14469677,Large bedroom in Arts & Crafts Jamaica Plain home,42.31089358,-71.12243916,House,4,1.0,1.0,2.0,100.0
301,447826,"Sweet Little House in JP, Boston",42.31713375,-71.10965966,House,2,1.0,1.0,1.0,96.0
302,12736777,Dog friendly townhome w/ roof deck!,42.30469509,-71.10730425,Townhouse,2,1.5,1.0,1.0,100.0
303,9459945,Private Room in convenient location,42.3234374,-71.11397537,Apartment,2,1.0,1.0,1.0,100.0
305,2365632,2 BR Modern Loft of Jamaica Plain,42.30931242,-71.11711989,Apartment,4,1.0,2.0,2.0,94.0
307,14308511,Clean apartment in trendy JP Boston,42.3077874,-71.11077967,Apartment,3,1.0,1.0,2.0,92.0
308,13751426,"Large, sunny, quiet private room near transit",42.30598913,-71.10334861,Apartment,2,1.0,1.0,1.0,96.0
309,1692573,Urban oasis trendy JP 'hood - suite,42.31337883,-71.11718909,House,4,1.0,2.0,3.0,96.0
310,12932001,Beautiful house in Jamaica Plain,42.31406332,-71.10544008,House,6,1.5,3.0,3.0,100.0
311,5182313,Sunny musicians apt. close to T!,42.31547795,-71.09929421,Apartment,2,1.0,1.0,1.0,96.0
312,13865867,Large Arts & Crafts style Jamaica Plain home.,42.31254083,-71.1224635,House,2,1.0,1.0,1.0,96.0
313,4331214,"A serene, green oasis in funky JP! ",42.30640989,-71.11151039,House,1,1.0,1.0,1.0,95.0
314,12824498,Cozy Reading Bedroom,42.32512116,-71.11292465,Apartment,2,1.0,1.0,1.0,90.0
316,6377998,"Lg. Victorian Home, 7min to T",42.31437713,-71.09951456,House,12,2.5,4.0,7.0,97.0
317,743211,Unique Find: Private home in City!,42.30581336,-71.11259651,House,9,2.5,4.0,5.0,97.0
318,5166870,2 Bdrm Apt w/ tower in JP Victorian,42.30503422,-71.10333144,Apartment,4,1.0,2.0,2.0,94.0
319,3593290,Fab House in Hip J.P.,42.30889797,-71.11868977,House,5,3.5,4.0,4.0,100.0
321,1612842,Newly-renovated Apt among Trees,42.30826236,-71.11065977,Apartment,4,1.0,3.0,4.0,98.0
322,332225,Full beautiful house w/ parking & deck!,42.29128816,-71.11396006,House,4,2.0,4.0,3.0,94.0
323,496022,"Private Floor, Private Bath, City Location",42.30920004,-71.11836466,House,2,1.0,1.0,1.0,99.0
324,8720718,"Private studio, awesome location!!",42.31569391,-71.10620875,House,2,1.0,1.0,1.0,98.0
325,9212213,The Music Box,42.32002036,-71.10745885,Condominium,2,1.0,1.0,1.0,85.0
326,8310894,1 Bedroom Jamaica Plain,42.32489128,-71.11446554,Apartment,3,1.0,1.0,1.0,98.0
327,1167221,The Roost-Master Suite-The Lion,42.30776797,-71.11625789,House,3,1.0,1.0,2.0,95.0
328,2592416,Large Comfortable Home in JP,42.30703672,-71.10336802,House,10,2.5,4.0,6.0,100.0
329,1701741,Gorgeous 2 bed/1 bth ideal location,42.31008194,-71.1196777,Apartment,4,1.0,2.0,2.0,88.0
330,4526315,Lovely Single Family Colonial Home,42.31359161,-71.12262105,House,11,3.5,5.0,5.0,98.0
331,5918944,Family-friendly townhouse in JP,42.31153116,-71.09896776,House,4,1.5,2.0,2.0,100.0
333,4181530,Sunny 2 bedroom close to everything,42.30725436,-71.11424734,Condominium,4,1.0,2.0,2.0,99.0
334,6065674,Luxury Apt off Centre St & JP Pond,42.31850121,-71.11451134,Apartment,8,2.0,4.0,4.0,95.0
335,13698137,One Private room @ Jamaica Plain,42.31784765,-71.10720557,House,2,1.0,1.0,1.0,93.0
337,5049582,Quiet room - Great location! ,42.31257952,-71.10784329,Bed & Breakfast,2,1.0,1.0,1.0,100.0
339,8981656,Private Lower Level Loft (basement),42.31373708,-71.11633699,Bed & Breakfast,2,1.0,1.0,1.0,95.0
340,13110347,Jamaica Plain Shangri-La,42.31730039999999,-71.10491021,Apartment,2,1.0,1.0,1.0,97.0
341,9833460,Lovely 2BR+ 2BA JP Cntr/Superhost,42.31263932,-71.10927886,House,6,2.0,2.0,4.0,93.0
342,8801250,Cute & Comfy in JP!,42.31161782,-71.10385273,House,2,1.0,1.0,1.0,90.0
343,11553697,Sunny Comfortable Apt in JP,42.32173185,-71.11186968,Apartment,3,1.0,1.0,2.0,80.0
344,13110084,JP Gem near T 2BR sleeps 6! Spacious and Clean,42.30595039,-71.10489325,Apartment,6,1.0,2.0,3.0,94.0
345,14682931,"Fresh, Clean and Green Private Room",42.31795477,-71.10020426,Bed & Breakfast,1,1.5,1.0,1.0,100.0
346,6425318,"Bed, Bath and Beyond II in JP",42.32141475,-71.10676417,Bed & Breakfast,2,1.0,1.0,1.0,95.0
347,2378421,Light-filled En Suite Private Space,42.31143796,-71.11864462,House,2,1.0,1.0,2.0,99.0
349,14683493,1 BR Garden Apartment in quiet Neighborhood,42.31222003,-71.11712569,Apartment,2,1.0,1.0,1.0,100.0
350,12949270,"Elegant room, colorful artist home",42.32136495,-71.11323106,Apartment,2,1.0,1.0,1.0,100.0
351,12781774,Studio apartment in historic Boston,42.31446165,-71.11391763,Apartment,2,1.0,0.0,1.0,94.0
352,8226982,"Spacious, modern--right next to T",42.31858054,-71.10678002,Apartment,3,1.0,1.0,2.0,100.0
353,5212321,Wonderful home Great Neighborhood mins from Boston,42.31967562,-71.10497281,House,5,1.5,2.0,4.0,100.0
354,4339392,Quiet 2BD+ w/ parking by Stonybrook,42.31403582,-71.10777893,Apartment,3,2.0,2.0,2.0,100.0
355,12191871,Newly remodeled pet-friendly 2 bed w/ gym by park!,42.31086194,-71.09922327,House,4,1.0,2.0,2.0,100.0
357,6764572,Experience an 1880s Victorian house,42.31857757,-71.10627779999999,House,2,1.0,1.0,1.0,95.0
358,8521792,New & comfy loft 15min T to Boston,42.29731101,-71.11120263,House,2,1.0,1.0,1.0,95.0
359,4065322,Sunny room in Boston (JP),42.30906275,-71.11435440000001,Apartment,2,1.0,1.0,1.0,93.0
362,12274601,"Next to Subway Station, very quiet",42.29661804,-71.11369881,Apartment,1,1.0,1.0,1.0,100.0
363,4457943,Loft & Bath On Top Floor in JP Boston Near Train,42.31516062,-71.10606961,Townhouse,2,1.0,1.0,1.0,100.0
364,9865550,Great kid friendly furnished condo,42.31161779,-71.10492935,Apartment,4,1.0,1.0,1.0,100.0
365,4838985,Comfy rooms in the hills of JP,42.30956049,-71.10342179999999,Apartment,6,1.0,3.0,2.0,90.0
366,197972,Super Studio-Private and Convenient,42.31732135,-71.10833825,House,3,1.0,1.0,1.0,96.0
367,10749312,Welcome Home! 3bed near T w parking,42.31589871,-71.10745634,House,5,1.5,3.0,4.0,100.0
368,1115394,A comfy room in the hills of JP,42.31000894,-71.10176365,Apartment,2,1.0,1.0,1.0,96.0
369,5702292,Elegant Space in JP!,42.31314951,-71.10478823,House,2,1.0,1.0,1.0,91.0
370,4015972,"Bed, Bath & Beyond in Jamaica Plain",42.32161991,-71.10550968,Apartment,2,1.0,1.0,1.0,96.0
371,2295530,Sunlit & Beautiful in Boston's J.P. neighbourhood,42.31778586,-71.10513644,House,3,1.0,1.0,2.0,99.0
372,5882411,Forest Treasure of Bountiful Wealth,42.29847144,-71.11065809,Condominium,1,1.0,1.0,1.0,96.0
373,6914622,Treetop Haven-Eclectic Boston Area,42.30814199,-71.11793665,House,2,1.0,1.0,1.0,100.0
374,13697486,BOSTON ROOM/FREE TRANSIT/BY SUBWAY,42.29244338,-71.11790286,Apartment,2,1.0,1.0,1.0,70.0
375,14254537,Luxury condo in the heart of JP,42.31121242,-71.11191179,Condominium,3,2.0,1.0,1.0,100.0
376,13041752,Cozy & Quiet Bedroom Near Subway,42.29856687,-71.11239522,Townhouse,1,1.0,1.0,1.0,96.0
378,1885386,The Roost- The Elephant Room,42.3088519,-71.11643176,House,2,1.0,1.0,1.0,95.0
379,115936,"Sunny, Spacious and Affordable ",42.31557614,-71.11305745,Apartment,12,1.0,4.0,1.0,70.0
380,8275122,Beautiful modern condo near T,42.31923916,-71.10624049,Apartment,2,1.0,1.0,1.0,100.0
381,2798787,A private room at Sunnyside,42.32451389,-71.1054062,House,2,1.5,1.0,1.0,98.0
382,9110588,Peaceful Room in Comfy JP Home,42.29870858,-71.11250952,Apartment,2,1.0,1.0,1.0,80.0
383,2950175,Nice and neat room in 2 brm apt,42.30841064,-71.10132043,Apartment,1,1.0,1.0,1.0,98.0
384,5293067,"Adorable, Cozy Space in JP!",42.31263002,-71.10439934,House,2,1.0,1.0,1.0,85.0
387,11912139,"Bed, Bath & Beyond IV in JP",42.32134118,-71.10588596,Apartment,2,1.0,1.0,1.0,96.0
388,2933661,Private Room w/Porch. A JP experien,42.30596576,-71.1087761,Apartment,2,1.0,1.0,1.0,82.0
389,1803138,Real bed with a private bathroom,42.31021303,-71.10143683,Apartment,2,1.5,1.0,1.0,96.0
390,11397952,"Sunny Room, Spacious 1901 Victorian",42.31378359,-71.11505148,House,2,1.0,1.0,1.0,97.0
391,50032,Amazing Design & Detail Throughout!,42.31591116,-71.11275691,Apartment,12,2.0,4.0,5.0,96.0
392,6390634,"Clean & Quiet Room in Modern Home, Near Transit",42.29958779,-71.11178023,Condominium,2,1.5,1.0,1.0,100.0
393,6291807,"Trendy JP Condo, Steps from T",42.29816033,-71.11153003,Apartment,4,1.0,2.0,2.0,100.0
394,1949996,Beautiful 1BR in Great Location,42.30781578,-71.11674524,Apartment,4,1.0,1.0,2.0,97.0
395,8634599,"Stunning suite, historic victorian",42.31063085,-71.11184355,House,2,1.0,1.0,1.0,83.0
396,11370704,Charming Modern Home in JP!,42.31005425,-71.10711519,Apartment,6,2.0,2.0,2.0,90.0
397,1704090,Stony Brook T Stop JP Studio,42.31643684,-71.10342312,Apartment,2,1.0,0.0,1.0,91.0
398,1187188,Entire loft in Boston,42.30692772,-71.10789386,Loft,4,1.0,2.0,4.0,96.0
402,12379725,1 br with City Views,42.33376386,-71.10079694,Apartment,2,1.0,1.0,1.0,90.0
403,7225376,Northeastern University Apartment,42.33155445,-71.09628787,Apartment,2,1.5,1.0,1.0,64.0
404,5660081,Couch Crash in a Brewery Loft,42.32777505,-71.09882994,Loft,2,1.0,1.0,1.0,100.0
405,13968660,Charming private bedroom with bath,42.33242981,-71.10128712,Apartment,1,1.0,1.0,1.0,100.0
406,1426711,2 Private Rooms Near T,42.33220057,-71.10172331,Condominium,5,1.0,1.0,5.0,83.0
409,12320063,room in beautiful house,42.33289333,-71.10862041,Apartment,1,2.0,1.0,1.0,93.0
410,4823089,Cozy room in apt close to T-stop!,42.33197338,-71.1081306,Apartment,4,2.0,1.0,2.0,90.0
412,5904992,Single bedroom in brand new house,42.33004818,-71.09852690000001,Apartment,2,2.0,1.0,1.0,92.0
414,66288,Architects Live-in Studio in Boston,42.33215158,-71.10674178,Apartment,2,1.0,0.0,1.0,78.0
416,6629929,On the Hill.,42.33064668,-71.10584252,Apartment,2,1.0,1.0,1.0,93.0
418,4160585,Cozy Room near the Heart of JP!,42.328866999999995,-71.10974475,House,1,1.0,1.0,1.0,99.0
419,13391024,5 mins walk to Longwood Medical Area,42.33317899,-71.10249896,House,2,1.0,1.0,1.0,98.0
420,195515,[1684-ST] Lux 1BR-Longwood Med Area,42.33258807,-71.10068446,Apartment,2,1.0,1.0,1.0,87.0
421,13565466,Boston apartment 3 floors and a basement,42.33230551,-71.10073195,Apartment,2,1.0,1.0,2.0,80.0
422,130552,[1684-2]2BRs-Near Longwood Med Area,42.3346777,-71.10251314,Apartment,4,1.0,2.0,2.0,96.0
423,5832127,Spacious bedroom in full apartment,42.32915953,-71.10099811,Apartment,2,2.0,1.0,1.0,75.0
425,12517081,Room Near Downtown and Trains 市区单房,42.33175205,-71.10559903,House,2,1.5,1.0,1.0,85.0
426,13531200,Cozy room around Longwood Medical Area,42.333957,-71.10229828,House,1,1.0,1.0,1.0,100.0
427,11861063,Studio apt. w/ kitchenette and bath,42.32816472,-71.10569506,House,3,1.0,1.0,2.0,86.0
429,5453775,Cozy room in front of train/bus stp,42.33228948,-71.11145872,Apartment,5,2.0,1.0,3.0,83.0
430,12497846,Longwood Medical Area,42.33317355,-71.10683936,Apartment,1,1.0,1.0,1.0,84.0
431,14137262,Boston Classic Brownstone Condo/private room,42.32805296,-71.1076657,Condominium,2,1.0,1.0,1.0,93.0
432,5526487,$195 Special! **Sunny** Penthouse Duplex!!  L@@K,42.33085068,-71.09655382,Apartment,6,2.0,3.0,3.0,95.0
433,14398508,"Convenient Private Room-Downtown Boston, Longwood",42.33128716,-71.10049923,Apartment,2,1.0,1.0,1.0,80.0
434,1373520,Private room in a beautiful space!,42.32745887,-71.09931845,Apartment,2,1.0,1.0,1.0,92.0
436,13037372,Common area bed and sleeping nook,42.33145771,-71.1090728,Apartment,2,1.0,1.0,2.0,95.0
437,1471308,Cozy Private Room Near Transit,42.33393473,-71.10313501,Apartment,2,1.0,1.0,1.0,79.0
438,13521713,"Nice Apt, Great Location & Clean :)",42.33408108,-71.10377646,Apartment,3,1.0,1.0,1.0,88.0
439,848152,Beautiful loft by the Orange line!,42.32741025,-71.09931469,Apartment,7,1.0,2.0,3.0,84.0
440,7008455,Cozy studio close to Fenway park,42.3308382,-71.11115387,Apartment,2,1.0,1.0,1.0,93.0
444,3659917,Convenient Place & Comfortable Room,42.33355814,-71.10942496,Apartment,1,1.0,1.0,1.0,95.0
446,1092093,Duplex Penthouse in Longwood Area,42.33285413,-71.10115049,Apartment,3,2.0,1.0,1.0,89.0
447,10051003,Evolve Longwood,42.33320209,-71.10146471,Apartment,2,1.0,1.0,1.0,60.0
449,1471373,Private Rm near T Separate Bunkbeds,42.33368174,-71.10151732,Apartment,3,1.0,1.0,3.0,82.0
452,13233250,Spacious 2 Bedroom with Balcony,42.33269248,-71.1015238,Apartment,4,1.0,2.0,2.0,90.0
454,8973362,Big Apartment Steps from MBTA!,42.33309367,-71.10820556,Apartment,4,1.0,2.0,2.0,93.0
456,2754149,Mission Hill Red Room for 2,42.32739596,-71.10508282,Apartment,2,1.0,1.0,1.0,96.0
457,12707324,交通便利 经济实惠的公寓单间。,42.33363629,-71.11102997,Apartment,1,1.0,1.0,1.0,100.0
459,9824155,"Cozy furnished 1 Bed, Longwood Med.",42.33000152,-71.11219829,Apartment,2,1.0,1.0,1.0,85.0
460,13624971,Modern Apartment In Mission Hill/Longwood Medical,42.33239082,-71.09582798,Apartment,1,2.5,1.0,1.0,80.0
461,9626892,Master Bedroom w/ Private Bathroom,42.32826548,-71.10310999,Townhouse,2,1.0,1.0,1.0,100.0
462,7562235,Cozy room in front of metro station,42.33192694,-71.11127381,Apartment,2,1.0,1.0,1.0,80.0
463,10478553,Private Bedroom with Sunny Balcony,42.33074322,-71.10302205,Apartment,2,1.0,1.0,1.0,100.0
467,5267396,One Block from the Orange Line!,42.33163113,-71.09588698,Apartment,2,1.0,1.0,1.0,91.0
468,8184662,Furnished Longwood 1BR Apartment.,42.33388414,-71.10040465,Apartment,3,1.0,1.0,1.0,40.0
469,12264207,"Beautiful Hilltop Apartments, the end day8/31/16",42.32907475,-71.10342383,Apartment,5,1.0,2.0,4.0,86.0
472,13081347,big bright room in 4b1b near T/longwood,42.33160987,-71.11137609,Apartment,1,1.0,1.0,1.0,87.0
473,6118583,The Treehouse,42.33175609,-71.10749842,Loft,3,1.0,1.0,2.0,100.0
474,6990023,Master Bed/Bath-Modern-Mission Hill,42.32939204,-71.10981426,Apartment,2,1.0,1.0,1.0,95.0
476,10328539,Beautiful private AC Bedroom/Near T,42.32918402,-71.10061942,House,2,1.0,1.0,1.0,93.0
479,7280665,Shared apt in heart of Boston.,42.33424188,-71.09798769,Apartment,1,1.0,1.0,3.0,100.0
482,13000520,"Sunny Boston 1BR-Harvard Public Health, NEU",42.32813376,-71.10714859,Condominium,2,1.0,1.0,1.0,98.0
483,7050397,Awesome Room,42.32780220000001,-71.10563134,House,1,1.0,1.0,1.0,100.0
484,4687499,"Charming 2-Story Flat, Great Value!",42.33000599,-71.11276647,Apartment,3,1.5,1.0,1.0,93.0
487,13062783,Boston bedroom near Fenway,42.33048287,-71.10650653,Apartment,1,1.0,1.0,1.0,85.0
488,7868931,Furnished Longwood 1-BR Apartment,42.33402886,-71.10193052,Apartment,3,1.0,1.0,1.0,80.0
489,8442314,"Walk to Medical, Queen",42.3303552,-71.10296324,House,2,1.0,1.0,1.0,84.0
491,12750816,new two bed room Apartment the end day is 7/31/16.,42.32935032,-71.10389405,Apartment,4,1.0,2.0,2.0,74.0
492,8015793,Brilliant Former Brewery Apartment,42.32726918,-71.09800593,Loft,4,1.0,2.0,1.0,100.0
493,9998187,Great deal! Apt in front of T-stop!,42.33142677,-71.11113176,Apartment,3,2.0,1.0,2.0,93.0
495,4493030,Lux Longwood 2BR w/balcony & WiFi,42.33404488,-71.10287797,Apartment,5,1.0,2.0,3.0,100.0
496,13525610,Minutes from Longwood Medical Area,42.33312217,-71.10238263,House,1,1.0,1.0,1.0,93.0
497,14339562,"Huge private room, cozy and comfy, longwood boston",42.33194159,-71.10207876,House,2,1.0,1.0,1.0,80.0
499,4787213,A Sunny One Bed Apt,42.33185849,-71.11195581,Apartment,4,1.0,1.0,2.0,90.0
501,8539551,Walk to Medical,42.33196611,-71.10327372,House,1,2.0,1.0,1.0,94.0
502,9407895,Shared Apartment on Smith Street,42.33380384,-71.0961717,Apartment,1,1.0,1.0,1.0,68.0
503,13651290,"Studio apartment in Mission Hill, Roxbury",42.32843927,-71.09790691,Apartment,2,1.0,0.0,2.0,95.0
504,3198169,Modern 2BD in Longwood Medical Area,42.33441954,-71.10268933,Apartment,2,1.0,1.0,1.0,98.0
505,10537553,"bright room in 4b1b near T/longwood, 1b/room",42.33296598,-71.11066827,Apartment,1,1.0,1.0,1.0,67.0
506,7113260,Awesome Former Brewery Loft,42.32766481,-71.09896306,Loft,2,1.0,1.0,1.0,95.0
508,14092430,Full Size Bed Walking to Medical & Subway(T),42.33024144,-71.10468773,House,2,2.0,1.0,1.0,78.0
509,6834270,"Cheap, Cozy, Convenient 1BD",42.33426742,-71.10652942,Apartment,2,1.0,1.0,1.0,85.0
510,7379913,Minimalist Room in a Cool Apartment,42.33202795,-71.10022476,Apartment,2,1.0,1.0,1.0,97.0
513,4409653,"Lux Longwood 1BR w/pool, gym & WiFi",42.33347418,-71.10016481,Apartment,4,1.0,1.0,2.0,20.0
514,12667158,Boston beautiful new Apartment #43end day12/31/16,42.33008157,-71.10310101,Apartment,4,1.0,2.0,3.0,48.0
515,8337048,Comfortable & Convenient in Boston,42.33070274,-71.09999868,Apartment,3,1.0,1.0,2.0,93.0
516,8390386,Cozy and convenient in Mission Hill,42.33068877,-71.09877611,Apartment,4,1.0,1.0,1.0,90.0
517,13028092,Place of Peace,42.33091895,-71.10873629,Apartment,3,1.0,1.0,3.0,96.0
518,12608363,Classic Brownstone Walk-Up,42.33454903,-71.10296058,Apartment,1,1.0,1.0,1.0,100.0
520,6684904,"Lux Longwood 1BR w/pool, gym & WiFi",42.33370382,-71.10145426,Apartment,3,1.0,1.0,2.0,100.0
521,6676364,"Cozy, high-rise room, stunning view",42.33886861,-71.10709964,Condominium,1,1.0,1.0,1.0,98.0
522,2174711,"Great Fenway Studio, Be Our Guest! ",42.33938279,-71.10017235,Apartment,4,1.0,0.0,2.0,88.0
524,6870366,"High-rise room, convenient environs",42.33902001,-71.10664093,Apartment,1,1.0,1.0,1.0,96.0
526,4518756,1 Bedroom Apt. A - Boston Back Bay,42.34930062,-71.06897967,Apartment,4,1.0,1.0,1.0,92.0
527,14759485,"Luxury 2 BR, Private Entrance Townhouse 2",42.34850866,-71.06929009999999,Guesthouse,4,1.0,2.0,2.0,100.0
531,11940785,Boston -in the center of it ALL!,42.34823708,-71.06851742,Condominium,2,1.0,1.0,1.0,100.0
532,4518710,1 Bedroom Apt. *B - Boston Back Bay,42.34925133,-71.06899058,Apartment,4,1.0,1.0,1.0,88.0
533,13397390,Townhouse next to the Boston Common,42.34953235,-71.06944196,Townhouse,4,2.5,2.0,2.0,100.0
534,11398458,Full Serviced One Bedroom Apartment,42.34873143,-71.06831684,Apartment,3,1.0,1.0,1.0,100.0
535,1731639,Lovely Back BayTownhouse in Boston 38M,42.34958554,-71.06757506,House,5,2.5,2.0,4.0,91.0
536,4518380,2 Bedroom Suite - Boston's Back Bay,42.34847511,-71.07040673,Apartment,6,1.0,2.0,2.0,86.0
537,12265433,Charming Bay Village Brownstone Apt,42.34839952,-71.06802704,Apartment,4,2.0,2.0,2.0,95.0
538,6268082,Cozy Classic Boston Brownstone,42.34889358,-71.06849711,Apartment,3,1.0,1.0,2.0,97.0
540,8422876,In the Heart of Boston! Also,42.34880685,-71.06812836,Bed & Breakfast,2,2.0,1.0,1.0,94.0
542,2706986,Steps from everywhere you want 2 go,42.350153799999994,-71.06793079,Apartment,2,1.0,1.0,1.0,90.0
544,9825415,Private Room in the Heart of Boston,42.34897813,-71.06782459,Apartment,2,1.0,1.0,1.0,93.0
546,7931882,"Comfy 2BR, Amazing Location!",42.34922068,-71.06691408,Apartment,4,1.0,2.0,2.0,96.0
547,475259,Spectacular Boston Townhouse 36M,42.34990067,-71.06960021,House,5,2.5,2.0,4.0,73.0
549,6292261,In the Heart of Boston too!!,42.35035899,-71.06779349,Bed & Breakfast,2,2.0,1.0,1.0,93.0
551,4053612,"2 BR Luxury Condo, Downtown Boston",42.35132195,-71.05765499,Condominium,4,1.0,2.0,3.0,95.0
552,8733896,"Best Location, Luxury Condo",42.35144812,-71.05866959,Apartment,2,1.0,1.0,1.0,100.0
554,8014683,One-Bed Condo (Downtown Boston),42.35176573,-71.05704918,Condominium,2,1.0,1.0,1.0,100.0
555,3359170,[1857]2BR At Radian Apartments,42.35194005,-71.06007651,Apartment,4,2.0,2.0,2.0,100.0
556,12303347,Luxury Furnished 1BR Boston Apt,42.35192902,-71.05950779,Apartment,3,1.0,1.0,1.0,100.0
559,2848330,New Downtown 2Bedrooms,42.34867607,-71.06124333,Apartment,4,1.0,2.0,3.0,86.0
560,13079659,Chic 2BR Near Boston Common,42.35126667,-71.06190274,Loft,4,1.0,2.0,2.0,93.0
561,2848370,New 1 BD Downtown ( B ),42.34898804,-71.06049315,Apartment,3,1.0,1.0,1.0,91.0
562,13024385,Roomy 2BR close to Boston Common,42.35124444,-71.06197822,Loft,4,1.0,2.0,2.0,100.0
