,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,City
0,241032,Stylish Queen Anne Apartment,47.636289038357184,-122.37102519997765,Apartment,4,1.0,1.0,1.0,95.0,Seattle
1,953595,Bright & Airy Queen Anne Apartment,47.63912312136253,-122.36566646439582,Apartment,4,1.0,1.0,1.0,96.0,Seattle
2,3308979,New Modern House-Amazing water view,47.629724131577355,-122.3694831756176,House,11,4.5,5.0,7.0,97.0,Seattle
4,278830,Charming craftsman 3 bdm house,47.63291840276724,-122.37247063402224,House,6,2.0,3.0,3.0,92.0,Seattle
5,5956968,Private unit in a 1920s mansion,47.630525482401936,-122.36617406518856,House,2,1.0,1.0,1.0,95.0,Seattle
6,1909058,Queen Anne Private Bed and Bath,47.636605445320065,-122.36851905844937,House,2,1.0,1.0,1.0,99.0,Seattle
7,856550,Tiny Garden cabin on Queen Anne  ,47.640160541214655,-122.37585597885769,Cabin,2,1.0,1.0,1.0,97.0,Seattle
8,4948745,Urban Charm || Downtown || Views,47.632410299829,-122.35721606914028,Apartment,2,1.0,1.0,1.0,97.0,Seattle
9,2493658,Airy + Bright Queen Anne Apartment,47.63749172022628,-122.3668885909212,Apartment,4,1.0,1.0,1.0,97.0,Seattle
10,175576,Private Apartment - Queen Anne Hill,47.63548170841016,-122.35847776162176,House,2,1.0,1.0,1.0,97.0,Seattle
11,4454295,Upper Queen Anne Craftsman House,47.63721407513561,-122.36004576141458,House,2,1.0,1.0,1.0,97.0,Seattle
12,3883392,Open Plan 2bdr/1bath in Queen Anne,47.6355455115124,-122.37317075183506,Apartment,4,1.0,2.0,3.0,98.0,Seattle
13,8889257,Elegance in Historic Queen Anne,47.629506809234314,-122.3676292967417,House,5,1.0,2.0,3.0,100.0,Seattle
14,5680462,Stunning 6 bd in THE BEST Location!,47.63920265551509,-122.36586274154313,House,16,3.5,6.0,15.0,98.0,Seattle
15,8988178,"Lovely Queen Anne Cottage, 2 BR",47.63564979343857,-122.37289282480928,House,5,1.0,2.0,2.0,80.0,Seattle
16,3245876,Park Life in Lower Queen Anne,47.626200373817085,-122.36660192617585,Apartment,2,1.0,1.0,1.0,95.0,Seattle
17,4933447,"Private Garden Suite, Bay View",47.64064587578452,-122.37240588895551,House,2,1.0,1.0,1.0,98.0,Seattle
19,6291829,Grand Craftsman Home on Queen Anne,47.63602477658138,-122.35869359564735,House,10,3.5,5.0,5.0,85.0,Seattle
20,9218403,Queen Anne View One Bedroom,47.62794033813239,-122.36495872243864,Condominium,1,1.0,1.0,1.0,100.0,Seattle
21,4125779,Cozy Queen Anne Finished Basement,47.63637426223885,-122.36103343324051,House,3,1.5,1.0,2.0,84.0,Seattle
22,8942678,Lovely Queen Anne home,47.63563222417987,-122.35888090262146,House,8,2.0,4.0,4.0,100.0,Seattle
24,6362362,Charming home on Queen Anne,47.63851671212965,-122.36958103291498,House,5,2.5,3.0,3.0,100.0,Seattle
25,3544550,VIEW-Monthly Rental Available,47.63139734518299,-122.36776687067899,House,8,2.5,3.0,5.0,100.0,Seattle
27,3200646,Micro Gypsy Wagon on Queen Anne,47.639266020260955,-122.37472581108143,Camper/RV,2,1.0,1.0,1.0,95.0,Seattle
28,8859380,STUNNING VIEW of Puget Sound,47.62990711611138,-122.36894813824877,Apartment,6,2.0,3.0,3.0,100.0,Seattle
29,4520099,Open Airy Queen Anne Condo,47.63981586823574,-122.37433846349177,Apartment,3,1.0,1.0,2.0,85.0,Seattle
30,2481869,Airy + Bright Queen Anne Cottage,47.63900777818944,-122.36532007300232,Apartment,4,1.0,1.0,1.0,96.0,Seattle
31,1110749,Queen Anne 3 bed near everything,47.63508504491007,-122.36444347330422,House,6,1.5,3.0,3.0,92.0,Seattle
32,5978498,1914 Stunner View Ocean Mountain,47.640633234573535,-122.37270939338377,House,4,3.0,3.0,2.0,88.0,Seattle
33,5021081,Seattle Queen Anne Beauty,47.63812148697112,-122.37578997278469,House,7,3.5,4.0,3.0,75.0,Seattle
34,1686930,The Hideaway- Queen Anne/downtown,47.62981553345286,-122.36621233485974,Apartment,4,1.0,2.0,2.0,97.0,Seattle
35,7680289,QUEEN ANNE VIEW ONE! - SEATTLE,47.63981018787381,-122.37380062876858,Apartment,4,1.0,1.0,2.0,95.0,Seattle
36,7207641,"URBAN SANCTUARY, 3BR, QUEEN ANNE",47.63556952470362,-122.36165259464241,House,8,3.0,3.0,3.0,96.0,Seattle
37,5062445,Cozy Homebase Close to Downtown,47.63497873047923,-122.35886941246471,House,1,1.0,1.0,1.0,97.0,Seattle
38,8925878,VIEW QUEEN ANNE! - VINTAGE SEATTLE,47.63936210298089,-122.37240255654484,Apartment,4,1.0,1.0,2.0,100.0,Seattle
39,6389657,Cute little Seattle Studio!,47.634616284308606,-122.3580227325536,Apartment,2,1.0,0.0,1.0,98.0,Seattle
40,4218733,Walker's Dream on Queen Anne Hill,47.63800137747845,-122.36100481691408,Apartment,4,1.0,1.0,2.0,90.0,Seattle
41,2715623,"DARLING VINTAGE COTTAGE, QUEEN ANNE",47.63199585097701,-122.3716576650487,House,3,1.0,1.0,2.0,91.0,Seattle
42,1392332,Modern Eco-Friendly View Retreat,47.63868624334983,-122.37079986877468,House,4,1.5,2.0,2.0,98.0,Seattle
43,7308567,Beautiful 1 Bedrm in Queen Anne,47.63365004372054,-122.36044969320193,Apartment,3,1.5,1.0,2.0,98.0,Seattle
44,6575380,One bedroom with Lounge,47.63430017546052,-122.35705980444612,House,5,1.0,1.0,1.0,100.0,Seattle
45,6004058,LOWER QUEEN ANNE STUDIO W/PATIO,47.628343869748115,-122.36640542137962,Apartment,2,1.0,0.0,1.0,92.0,Seattle
47,8515408,Queen Anne Hill Craftsman studio,47.63803515893716,-122.36091010563622,Bungalow,2,1.0,0.0,1.0,100.0,Seattle
48,5383192,Craftsman House Near Everything,47.63933158548954,-122.36159942269484,House,4,1.0,1.0,2.0,100.0,Seattle
49,1112092,Seattle Backyard Cottage-Queen Anne,47.63530805145543,-122.366531709012,House,4,1.0,1.0,3.0,95.0,Seattle
50,7772661,:: Carriage House :: Queen Anne ::,47.637374884138524,-122.36941092468905,House,2,1.0,0.0,1.0,100.0,Seattle
52,7714294,Top Floor Apt. W/ Spectacular View!,47.63175343884966,-122.37127173011557,Apartment,3,1.0,1.0,1.0,100.0,Seattle
55,6361863,Located in the heart of Queen Anne,47.637517345449275,-122.36081167446434,Apartment,2,1.0,1.0,1.0,94.0,Seattle
56,8105221,Cozy room in Modern Queen Anne Home,47.636874178021394,-122.37227171191186,Townhouse,2,1.0,1.0,1.0,100.0,Seattle
57,3269390,Stand alone Guest Cottage,47.632562742655686,-122.36722284674143,House,2,1.0,0.0,1.0,98.0,Seattle
59,9282409,Bright & Airy room w/ $1M views,47.63263390932941,-122.36931844777416,House,2,2.0,1.0,1.0,100.0,Seattle
60,8095168,Private room in upper QA w/ view!,47.63260003819553,-122.3699524341257,Apartment,2,1.0,1.0,1.0,100.0,Seattle
61,2746782,Suite Garage on Queen Anne,47.64105215050513,-122.37508173306395,Apartment,2,1.0,0.0,1.0,97.0,Seattle
62,6424982,Peaceful Queen Anne Getaway,47.63140094589966,-122.3676901333062,House,2,1.0,1.0,1.0,92.0,Seattle
63,762029,Hand crafted Gypsy Wagon with heart,47.64152492560981,-122.3761503724508,Camper/RV,2,1.0,1.0,2.0,97.0,Seattle
65,7077910,"Modern Townhouse, Heart of Ballard!",47.669327174719676,-122.39259356469371,House,6,2.5,3.0,4.0,91.0,Seattle
66,3772674,Cozy Ballard Apartment,47.674074155575425,-122.39386405032921,Apartment,2,1.0,1.0,1.0,98.0,Seattle
67,7021906,Plum Modern - 5 bdrm Tranquility,47.673628072627935,-122.38930195133072,House,12,3.5,5.0,7.0,96.0,Seattle
68,7618605,1BR-Ultra Hip Ballard-Walk to Bars!,47.6684599605579,-122.37951599522181,Apartment,2,1.0,1.0,1.0,96.0,Seattle
71,7680439,Urban cottage in heart of Ballard,47.673175384097654,-122.38225959936204,House,2,1.0,1.0,1.0,93.0,Seattle
72,4258515,**Be in the MIDDLE OF EVERYTHING!*,47.667933001366045,-122.3786524676208,Apartment,4,1.0,1.0,4.0,77.0,Seattle
73,1148517,Cute Cottage in Sunny Ballard,47.67296864487422,-122.39733818247204,House,4,1.0,2.0,2.0,97.0,Seattle
74,2487892,Two blocks from downtown Ballard,47.66862741947888,-122.38949592536791,House,2,1.0,1.0,1.0,94.0,Seattle
75,3038772,"Cozy Private Room, Bath and Patio",47.67011138347178,-122.39386928567663,House,2,1.0,1.0,1.0,94.0,Seattle
76,699460,Ballard Artist's Studio,47.671690500882136,-122.38523906517405,House,4,1.0,1.0,2.0,97.0,Seattle
77,4085439,Historic Ballard House,47.670836178320855,-122.39253711071063,House,2,1.0,1.0,1.0,92.0,Seattle
78,8053990,Nautical Bedroom in Modern House,47.670886774459845,-122.39302934993714,House,2,1.0,1.0,1.0,94.0,Seattle
81,2686374,Bunkhouse Topbunk/Airstream Retreat,47.67125039125342,-122.38263911755712,House,6,1.0,3.0,4.0,95.0,Seattle
82,1956274,Sweet Ballard Apartment for Two,47.66869205752911,-122.39608935555252,Apartment,2,1.5,1.0,1.0,100.0,Seattle
84,5919096,Ballard Victorian 900 sq ft apt,47.67141840265096,-122.38538535838535,Apartment,4,1.0,1.0,3.0,100.0,Seattle
86,3294243,Beautiful Ballard condo with view!,47.67268172430127,-122.38773072437924,Apartment,4,2.0,2.0,2.0,93.0,Seattle
89,1266459,Pretty Condo in Downtown Ballard,47.66797916893154,-122.38210544982788,Apartment,2,1.5,1.0,1.0,98.0,Seattle
92,4118282,"Private, clean, spacious Townhome",47.67570811427606,-122.38755942597574,House,5,1.5,2.0,2.0,95.0,Seattle
93,6813483,Victorian Charm in Heart of Ballard,47.67477102702812,-122.38583049183895,Apartment,2,1.0,1.0,1.0,98.0,Seattle
94,6590264,Modern Ballard Apt 4 Tech Travlers,47.66987431918954,-122.3877174441698,Apartment,4,1.0,1.0,2.0,96.0,Seattle
95,2650482,Modern family home in Old Ballard,47.6709757635429,-122.38782530429948,Apartment,4,2.0,2.0,2.0,98.0,Seattle
96,20927,Cottage in the Heart of Ballard,47.673339388294714,-122.39512028203795,Cabin,2,1.0,1.0,1.0,97.0,Seattle
97,4395578,Ballard Townhome - Pet Friendly!,47.67100488663872,-122.38138141804373,House,8,2.5,3.0,5.0,100.0,Seattle
99,5549211,Plum Apartment,47.671759971918824,-122.39002012190964,Apartment,4,1.0,1.0,2.0,98.0,Seattle
100,8240758,Spacious Ballard Apt: Walk to All!,47.674818672473364,-122.38752123193476,Apartment,2,1.0,1.0,1.0,80.0,Seattle
101,6856295,Pvt. Entrance Bedroom&Bath-Ballard,47.67300400680333,-122.38500476109115,House,2,1.0,1.0,1.0,97.0,Seattle
102,6881188,Ballard Townhouse Near The Locks,47.670394534161645,-122.39389700139685,House,6,2.5,3.0,4.0,96.0,Seattle
103,1579615,"Ballard, Seattle Cozy Studio Apt.",47.67582151758453,-122.38971013062893,House,3,1.0,1.0,2.0,98.0,Seattle
104,3766866,Condo in Hip Ballard WALK,47.672284462169024,-122.38231353831995,Condominium,2,1.0,1.0,1.0,97.0,Seattle
105,2406966,Renovated 2 bedroom in old Ballard,47.6722723724429,-122.3841322128415,Apartment,5,1.0,2.0,4.0,100.0,Seattle
106,4872699,Large Home in Historical Ballard,47.675750244739426,-122.37657992996256,House,6,1.5,3.0,4.0,100.0,Seattle
107,5470629, Ballard Garden Apartment,47.672602124987385,-122.38844149131731,Apartment,2,1.0,1.0,1.0,99.0,Seattle
108,2950213,Entire artist's  apt in hip hood,47.666766783670425,-122.3812426518729,Apartment,4,1.0,1.0,1.0,95.0,Seattle
109,9015088,Spacious condo with gorgeous views,47.67550084177057,-122.38890631386722,Apartment,5,2.0,2.0,2.0,100.0,Seattle
110,3979496,Large bright room & TV in Seattle,47.675757643265115,-122.37879830487678,House,2,1.0,1.0,1.0,95.0,Seattle
111,7501919,Apartment in Downtown Ballard,47.66780058682701,-122.38830016297266,Apartment,2,1.0,1.0,2.0,97.0,Seattle
112,4732995,Urban Oasis in the Heart of Ballard,47.66937129009435,-122.37628776467493,Apartment,3,1.0,1.0,1.0,95.0,Seattle
113,7134759,Master in Modern Townhouse,47.66896087580327,-122.39387694463308,Townhouse,2,1.0,1.0,1.0,98.0,Seattle
114,4532538,Classic old Ballard home,47.67168770578296,-122.39255858918351,House,5,3.0,3.0,5.0,100.0,Seattle
115,7534398,Private bedroom in heart of Ballard,47.67180998159056,-122.38343718053751,Apartment,3,1.0,1.0,1.0,100.0,Seattle
116,9387189,Party Central Studio on Ballard Ave,47.66502232989992,-122.38279676983008,Apartment,3,1.0,0.0,1.0,100.0,Seattle
117,6337492,Nice 1 bedroom apartment in Ballard,47.66898920822731,-122.39514528093302,Apartment,2,1.0,1.0,1.0,92.0,Seattle
119,1609922,Cute Cozy Townhome in Old Ballard,47.67166567877917,-122.3779123263432,House,5,1.5,2.0,2.0,94.0,Seattle
120,4236723,Ballard Bunkhouse - Bottom Bunk,47.670581422005775,-122.38221116149721,House,6,1.5,2.0,3.0,94.0,Seattle
122,3076065,Foodie Paradise near DT Seattle ,47.671458070061,-122.3791744931495,House,5,3.0,2.0,2.0,96.0,Seattle
123,6423204,Charming 1919 cottage in Ballard,47.6715597705886,-122.38270398820173,House,3,1.0,2.0,2.0,91.0,Seattle
124,8338849,Charming Old Ballard bungalow,47.67283504028537,-122.38747162849462,House,2,1.0,1.0,1.0,94.0,Seattle
125,6401209,Plum House - 4 bdrm Ballard luxury,47.673971287826824,-122.38938054168423,House,8,2.5,4.0,5.0,97.0,Seattle
126,20928,Victorian in the Heart of Ballard,47.67360709682782,-122.39380285936103,House,2,1.0,1.0,1.0,97.0,Seattle
127,3344977,Private room blocks to DT Ballard,47.669398692211644,-122.38925404053214,House,2,1.0,1.0,1.0,96.0,Seattle
128,7604621,Heart of Ballard private room,47.67217669776719,-122.39036168722622,Townhouse,2,1.0,0.0,1.0,95.0,Seattle
129,3303978,Private 1BR apartment with kitchen,47.67349962278431,-122.38696357012668,House,2,1.0,1.0,1.0,98.0,Seattle
130,7067082,Ballard Loft-crash pad,47.66934442551612,-122.38653914653787,Loft,3,1.0,1.0,1.0,90.0,Seattle
131,3121829,Kid friendly townhouse near it all ,47.67192180151982,-122.38065681959446,House,4,2.5,3.0,2.0,90.0,Seattle
132,2539881,Sunny Ballard Near Everthing,47.66934543707652,-122.3969734650869,Apartment,2,1.0,1.0,1.0,85.0,Seattle
133,3678718,Odd Lodging in the Heart of Ballard,47.66746397778186,-122.37825532356035,Apartment,2,1.0,0.0,1.0,96.0,Seattle
134,4694479,Cozy Room in Heart of Ballard,47.671811973491344,-122.38898134331578,House,2,1.0,1.0,1.0,96.0,Seattle
135,6646843,Sweet North Central Flat,47.67082046273361,-122.37051108183849,Apartment,4,1.0,1.0,2.0,89.0,Seattle
136,1364440,Ballard Mid-Century Apartment Room,47.66373440372557,-122.36208010121663,Apartment,1,1.0,1.0,1.0,100.0,Seattle
137,1781873,Fremont View Apartment,47.66759680332012,-122.36470165349674,Apartment,2,1.0,1.0,1.0,92.0,Seattle
138,4138423, Sunny Ballard Digs,47.67053238312327,-122.3653184658712,House,4,1.0,1.0,1.0,94.0,Seattle
139,5562674,Walk Ballard! Bright Basement 2Bdrm,47.66676677493285,-122.36882353054042,House,4,1.0,2.0,2.0,95.0,Seattle
140,1789341,Modern Classic~Convenient~Priv Home,47.67235397537272,-122.36617489987724,House,2,1.0,1.0,1.0,99.0,Seattle
141,4672934,Modern 3BR Freestanding Townhouse,47.665836865867455,-122.3701323090277,House,10,2.5,3.0,5.0,98.0,Seattle
142,4550099,Brand-New 3BR/3BA Home w/ Roof-View,47.67433308471203,-122.37567798462509,House,6,3.0,3.0,3.0,93.0,Seattle
143,1198799,A Friendly Place in Ballard,47.67269173801665,-122.37355860934434,House,2,1.5,1.0,1.0,98.0,Seattle
144,5308429,Entire Private Floor:Bed&Bath Suite,47.67529056125138,-122.3704740867495,House,2,1.0,1.0,1.0,99.0,Seattle
145,2769088,Rooftop Olympic View 4m Sunny Loft ,47.66899339456252,-122.36286030212109,House,4,1.0,2.0,2.0,71.0,Seattle
146,7603135,Ballard Bungalow,47.66879474989718,-122.36161253562618,House,4,1.0,2.0,2.0,95.0,Seattle
147,9374365,Gorgeous Townhome Private Room,47.67388232209365,-122.37462627764069,House,2,1.5,1.0,1.0,97.0,Seattle
148,6106498,Home sweet home-away-from home!,47.66578734385211,-122.36199230817007,House,2,1.0,1.0,1.0,97.0,Seattle
149,9331449,Gorgeous Townhome Main Bdrm+Balcony,47.67228262980747,-122.37316164543348,Townhouse,2,1.5,1.0,1.0,90.0,Seattle
151,4317390,Comfort in Ballard/Fremont for 8!,47.66880846075268,-122.36626178965858,House,8,1.0,2.0,6.0,95.0,Seattle
152,3884851,Large room in Ballard neighborhood ,47.66832396294996,-122.37182116588184,Apartment,2,1.0,1.0,1.0,96.0,Seattle
153,3155785,Artists' Retro Duplex in Ballard,47.67237240356582,-122.36284167727257,Apartment,1,2.0,1.0,1.0,80.0,Seattle
155,5643240,Cozy 1BD in Storybook Ballard Home,47.67092865309486,-122.36678178087116,Apartment,2,1.0,1.0,1.0,90.0,Seattle
156,5042014,BALLARD ART,47.67261671354907,-122.37439272047213,House,1,1.0,1.0,1.0,97.0,Seattle
157,7724630,Artist's Retro Duplex,47.67271727544414,-122.3614171313138,Apartment,2,1.0,1.0,1.0,100.0,Seattle
159,3053237,Ballard 1903 Modern Cottage,47.664549212873595,-122.36820885545076,House,2,1.0,1.0,1.0,99.0,Seattle
161,63733,Seattle- Ballard Guestsuite -  ,47.67171434029387,-122.36588759794857,Apartment,2,1.0,1.0,1.0,97.0,Seattle
162,2039149,Walkable Seattle 3-bedroom Home ,47.66686785296194,-122.36403130868251,House,10,2.0,3.0,3.0,91.0,Seattle
163,227636,Large Ballard/Fremont apartment,47.66807053413411,-122.36208615998129,Apartment,3,1.0,1.0,2.0,97.0,Seattle
164,3689119,A Garden Guest House,47.672123685466175,-122.36500937361328,House,2,1.0,0.0,1.0,98.0,Seattle
165,1179538,Townhome Top Floor 2 Bedrms+Balcony,47.67358404078293,-122.37381429203026,House,4,1.5,1.0,2.0,100.0,Seattle
166,6823781,Private Apt. Fremont/Ballard,47.66337838362958,-122.36469149710264,House,3,1.0,1.0,3.0,95.0,Seattle
167,2284536,Vintage Ballard Charm,47.66934138807211,-122.36626412798002,House,4,1.0,1.0,1.0,92.0,Seattle
168,5143441,Seattle Charm,47.66493715631803,-122.36167965105034,Apartment,4,1.0,1.0,3.0,97.0,Seattle
169,5749958,Beautiful Phinney/Ballard Retreat,47.66884466698575,-122.36837930645352,House,6,1.0,2.0,3.0,96.0,Seattle
171,7731836,"Ballard One Bedroom, lots of light!",47.668937521955044,-122.3733392272172,Apartment,4,1.0,1.0,2.0,100.0,Seattle
173,1407502,Private garden room in hip Ballard,47.67431327427621,-122.3679688358834,House,1,1.0,1.0,1.0,89.0,Seattle
174,8817038,Ballard Sunset View with Parking,47.66520903071561,-122.36245654108221,Apartment,4,1.0,2.0,2.0,97.0,Seattle
175,4449303,Private Floor in Modern Townhouse,47.6644454546346,-122.37017098093241,House,2,1.0,1.0,1.0,95.0,Seattle
176,8255615,Quiet Backyard Private Apartment,47.6668216771774,-122.36293667267698,Apartment,3,1.0,1.0,1.0,100.0,Seattle
177,4053092, Private bed/bath in Ballard,47.671222429825924,-122.3636868946413,House,2,1.0,1.0,1.0,98.0,Seattle
178,6886633,The El Rey in Frelard,47.66365549017706,-122.36694111938831,Camper/RV,2,1.0,0.0,1.0,95.0,Seattle
180,3052151,Priv.RM Olympic View 4m Sunny Loft,47.66688717008992,-122.36466408857248,House,2,1.0,1.0,1.0,85.0,Seattle
181,2339333,Spacious Home in Phinney/Ballard ,47.673571182372754,-122.36427426098558,House,8,3.5,4.0,4.0,100.0,Seattle
182,1618842,Private Studio - Industrial Ballard,47.665244637681454,-122.37040951426208,Apartment,4,1.0,0.0,1.0,99.0,Seattle
183,888967,Spacious Room in Zero-Energy House,47.6716795637434,-122.36538980595968,House,2,1.0,1.0,1.0,99.0,Seattle
184,380950,Craftsman Charmer w/ Stunning Views,47.66624016921079,-122.36091774648482,House,12,2.0,4.0,5.0,84.0,Seattle
185,8097708,3BR Sunny Ballard House,47.670912424406396,-122.36559953129215,House,6,1.5,3.0,3.0,100.0,Seattle
186,5671843,Ballard Artcove ,47.670987024427255,-122.37514055469671,House,2,1.0,1.0,1.0,95.0,Seattle
187,904057,Enjoy Seattle in Your Mini-Home!,47.66539135407782,-122.36609876373974,House,3,1.0,1.0,1.0,97.0,Seattle
188,7161725,Two Bedroom Suite in Ballard,47.67342403072462,-122.37423278945565,Townhouse,3,1.0,1.0,2.0,97.0,Seattle
189,9587410,Cozy Ballard Craftsman /upper floor,47.67155243448253,-122.36763330550473,House,3,1.0,1.0,2.0,100.0,Seattle
191,2238105,Modern Ballard/Fremont Cottage,47.663364978177384,-122.36246852511681,House,2,1.0,1.0,1.0,97.0,Seattle
193,2441908,Cozy Ballard Cottage - Sleeps 5,47.6759157416881,-122.37047360265642,House,5,1.0,1.0,3.0,98.0,Seattle
194,9367465,Crow's Nest Cottage,47.66365131127364,-122.36208177882679,House,4,1.0,1.0,2.0,100.0,Seattle
195,3031415,"Clean, Spacious, Seattle 3-bedroom!",47.66525243324793,-122.36192069117308,House,8,2.0,3.0,3.0,95.0,Seattle
196,843812,New Zero-Energy Home in Ballard,47.671334420188046,-122.3657976203187,House,6,2.0,3.0,3.0,96.0,Seattle
197,3835995,Ballard Craftsman Charmer,47.67307821308785,-122.36414012428024,House,2,1.0,1.0,1.0,96.0,Seattle
199,3768745,Downtown Queen Anne large suite,47.631843037300854,-122.34512350364072,House,2,1.0,1.0,1.0,100.0,Seattle
200,3975434,One private bedroom in a large Apt,47.62812030680687,-122.34875209868713,Apartment,2,1.0,1.0,1.0,96.0,Seattle
201,5620928,Master Suite - Private Entrance,47.64359973376293,-122.34462988872022,Apartment,2,1.0,1.0,1.0,92.0,Seattle
202,7381677,"Modern, Intimate & Iconic City View",47.628894791967326,-122.34757144638263,Apartment,2,1.0,1.0,1.0,97.0,Seattle
203,5487934,Relaxing room available,47.63899882105632,-122.34357393149686,Apartment,2,1.0,1.0,1.0,100.0,Seattle
205,757840,Hilltop House - 3 Bd Great Location,47.63152635962671,-122.35628277607007,House,6,2.5,3.0,4.0,98.0,Seattle
206,8848403,Centrally located place - Queen Ann,47.64017716917174,-122.3465226351422,Apartment,2,1.0,1.0,1.0,100.0,Seattle
207,7430926,"Beautiful & Modern, Great Location",47.64290503084548,-122.34670499078108,Apartment,4,1.0,1.0,1.0,90.0,Seattle
208,7021544,Between Fremont & Downtown! Retro,47.64075557421937,-122.34287656419664,Apartment,4,1.0,1.0,2.0,91.0,Seattle
209,1323446,Seattle + free parking + quiet,47.635444558821725,-122.35551660487094,Apartment,5,1.0,1.0,4.0,97.0,Seattle
210,3925573,Cozy Apartment near Bumbershoot,47.64269717164262,-122.3436911432716,Apartment,4,1.0,1.0,1.0,100.0,Seattle
211,8723086,"Elegant, Spacious Urban Apartment",47.63892300956726,-122.34282687028394,Apartment,4,1.0,1.0,2.0,96.0,Seattle
212,781474,Studio at Mibbett Hollow -Private,47.64291211246454,-122.34468331995241,Boat,1,1.0,1.0,1.0,90.0,Seattle
214,3401644,Quiet apartment Queen Anne,47.63507292926039,-122.35459413199024,Apartment,4,1.0,1.0,2.0,88.0,Seattle
216,5310193,Top of Queen Anne 3 Bed / 2 Bath,47.63793825819439,-122.35072564856766,House,6,2.0,3.0,3.0,93.0,Seattle
217,5308875,Cozy Condo in Lower Queen Anne.,47.62930930813364,-122.34413623476452,Apartment,2,1.0,1.0,1.0,94.0,Seattle
218,5052459,"View, Location and Plenty of Space",47.63050640341463,-122.34502206933223,Apartment,2,1.5,1.0,1.0,96.0,Seattle
219,7228499,Downtown Home Sleeps 8,47.63021399726569,-122.34761508910965,House,10,2.0,2.0,5.0,92.0,Seattle
220,7651653,Top Floor Condo w/ View -Queen Anne,47.62954816309299,-122.3465965676034,Apartment,2,1.0,1.0,1.0,100.0,Seattle
221,1494986,Queen Anne Garden Getaway,47.63376670078833,-122.34461541236195,Apartment,4,1.5,1.0,2.0,100.0,Seattle
222,1783382,City view in large urban condo,47.6344416386719,-122.343784147235,Apartment,2,1.0,1.0,1.0,98.0,Seattle
223,7513198,Spectacular Queen Anne View Condo,47.63211912885084,-122.34681925491051,Condominium,4,2.0,2.0,1.0,100.0,Seattle
224,8308316,"Top of QA Hill, SUPER CHARMING apt",47.63043465175436,-122.35017116506448,Apartment,4,1.0,2.0,3.0,97.0,Seattle
225,9694921,Remodeled Historic House in WestLk,47.63840683612418,-122.34407700488278,House,5,2.0,3.0,3.0,100.0,Seattle
226,2472850,Queen Anne Condo ,47.629003872340526,-122.34382334831317,Apartment,4,1.0,1.0,2.0,82.0,Seattle
227,5487522,SPECTACULAR SPACE IN QUIET PLACE,47.63935866753714,-122.34402874897694,Apartment,4,2.0,2.0,2.0,89.0,Seattle
228,4016650,The Gallery - Lake Union View Room,47.640119720750725,-122.34452981345041,House,2,1.5,1.0,1.0,97.0,Seattle
230,3479241,Modern apartment with AMAZING view!,47.63987162110587,-122.34183446186633,Apartment,2,1.0,1.0,1.0,92.0,Seattle
231,5848400,Queen Anne Classic Victorian 3 Bdrm,47.63214523371973,-122.35064869111656,House,8,1.5,3.0,5.0,90.0,Seattle
232,6077760,Private Room and Patio with View,47.634532624200055,-122.34379009996228,House,2,1.5,1.0,1.0,98.0,Seattle
233,4642956,Top of Queen Anne on Highland Drive,47.629947433277685,-122.35138796733871,Apartment,2,1.0,1.0,1.0,100.0,Seattle
234,1167507,Queen Anne Mother-In-Law 1br/1bath,47.6319214282471,-122.34852025483623,Apartment,4,1.0,1.0,2.0,97.0,Seattle
235,6044106,Modern Seattle Apartment with gym!,47.64154276225782,-122.34466124326784,Apartment,4,1.0,1.0,2.0,96.0,Seattle
236,1799255,Cozy Queen Anne Cottage,47.638129028014404,-122.35237403416494,House,2,1.0,1.0,1.0,97.0,Seattle
237,8941768,Queen Anne Living,47.63279987984936,-122.34655790024463,Apartment,2,1.0,1.0,1.0,100.0,Seattle
238,6569950,Breathtaking Views Near City,47.630826689711036,-122.35622983326977,Apartment,2,1.0,1.0,1.0,100.0,Seattle
239,7733192,"Luxurious, Modern, Panoramic Views",47.63275639899965,-122.34698651876323,House,8,3.5,3.0,3.0,100.0,Seattle
240,9215782,"Queen Anne 2-Bedroom, 2-Bath Condo",47.628464839124966,-122.3465480894033,Condominium,4,2.0,2.0,2.0,100.0,Seattle
241,5175631,Le Penthouse,47.642369172573645,-122.34408644762196,Apartment,4,1.5,2.0,2.0,98.0,Seattle
243,9134193,Modern Open Studio,47.636855033869885,-122.35687346223659,Apartment,2,1.0,0.0,1.0,100.0,Seattle
244,2481189,Queen Anne - Cozy 3 BD View/Parking,47.636302850564185,-122.34782710866664,House,6,2.0,3.0,4.0,96.0,Seattle
245,8535897,Meditteranean Style Queen Anne Home,47.63321404453066,-122.35493979697122,House,2,1.0,1.0,1.0,100.0,Seattle
247,3144311,"Stunning Water View, Spacious Condo",47.63770584557101,-122.34398776349178,Apartment,2,1.0,1.0,1.0,95.0,Seattle
249,6781308,"Heart of Seattle, minutes to it all",47.64219185671586,-122.34643033714576,Apartment,4,1.0,1.0,2.0,97.0,Seattle
250,160222,Apt on Lake Union & inHeart of City,47.640346062206866,-122.34208824893022,Apartment,2,1.0,1.0,1.0,93.0,Seattle
251,4250367,Luxury in Queen Anne very walkable!,47.62905146544943,-122.35098931248785,House,7,4.0,3.0,3.0,100.0,Seattle
