,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,City
854,4565370,The Reading Room at The Farmhouse,47.60338844044182,-122.3074369687219,House,2,1.0,1.0,1.0,96.0,Seattle
855,4783817,Sunny Capitol Hill Room in 4plex,47.6117310242863,-122.30826747009763,Apartment,2,1.0,1.0,1.0,100.0,Seattle
856,2593176,Spring Street Center Room 4,47.611110510307185,-122.31196192197982,House,3,2.0,1.0,2.0,91.0,Seattle
857,3143227,Spring Street Center Room 1 ,47.61107512723588,-122.31362671917574,House,1,2.0,1.0,1.0,97.0,Seattle
858,1214306,Private Bed/bath in Home: green (A),47.61600213564987,-122.30806037546648,House,2,1.5,1.0,1.0,98.0,Seattle
859,9448215,Capital hill,47.61107854284731,-122.31282005722359,House,2,1.0,1.0,1.0,100.0,Seattle
861,3533224,Cozy Room in Seattle,47.60590763613759,-122.31394683611158,House,2,1.5,1.0,1.0,97.0,Seattle
862,443736,Private studio apartment with deck,47.605874570851384,-122.3079306886998,Apartment,2,1.0,1.0,1.0,94.0,Seattle
863,6675927,Contemporary Urban - Master Bedroom,47.616873987449395,-122.3032697208691,House,2,1.5,1.0,1.0,95.0,Seattle
864,1772119," Cherry Hill Cozy, Budget Loft-Bed ",47.60620715184495,-122.30683458000013,House,2,2.0,1.0,1.0,100.0,Seattle
865,7808495,Near Seattle University on Cap Hill,47.6097965005051,-122.31532968312956,House,1,1.0,1.0,1.0,100.0,Seattle
866,4539948,Cozy Private Loft Apt with Balcony,47.61040168539943,-122.31387395092968,Loft,2,1.0,0.0,1.0,96.0,Seattle
867,7768727,Perfect Escape in Heart of Seattle,47.60994589077138,-122.31563727442878,Townhouse,2,1.0,1.0,1.0,99.0,Seattle
868,769213,Private Garden Apt w/ Soaking Tub,47.60956186323318,-122.31509885196124,House,2,1.0,0.0,1.0,98.0,Seattle
869,5328449,Spectacular View on Capitol Hill,47.611535295166604,-122.3143253380698,Apartment,4,1.0,1.0,2.0,93.0,Seattle
870,1763809,Spring Street Center Room 3,47.610655635469655,-122.31407277869305,House,2,2.0,1.0,1.0,95.0,Seattle
871,1499596,Architect award-winning modern home,47.60293949917975,-122.30840894035538,House,6,2.0,2.0,2.0,90.0,Seattle
872,4737727,Peaceful Room in Central Seattle,47.61002733935078,-122.30436643052948,House,2,1.0,1.0,1.0,100.0,Seattle
873,8242212,Beautiful modern retreat,47.60332553469387,-122.31386467665844,Apartment,2,1.0,1.0,1.0,93.0,Seattle
874,8186781,Charming Capitol Hill House.,47.610358291341846,-122.3140323051812,House,4,2.0,2.0,2.0,93.0,Seattle
875,7229015,Private room/bath just for you!,47.60415027153781,-122.30323448501221,Townhouse,2,1.0,1.0,1.0,97.0,Seattle
877,2274086,Beautiful private Capitol Hill room,47.61241592914583,-122.31450401225334,Apartment,2,1.0,1.0,2.0,89.0,Seattle
878,4387985,Cozy 2BD Seattle Home w/ Hot Tub,47.6112213774844,-122.30694433388378,House,6,1.0,2.0,3.0,100.0,Seattle
880,7664899,2 private bedrooms in modern house,47.605474794451425,-122.30947750897684,House,4,1.0,1.0,2.0,100.0,Seattle
881,4773614,Charming 1 bedroom in Capitol Hill,47.613500924317776,-122.31275202654032,Apartment,2,1.0,1.0,3.0,80.0,Seattle
882,3946674,The Corner Room at The Farmhouse,47.6019224184471,-122.30797866295534,House,2,1.0,1.0,1.0,95.0,Seattle
883,8616488,Capitol Hill Pine St. 98 walk score,47.613276405953464,-122.31499743142014,Apartment,2,1.0,1.0,1.0,93.0,Seattle
884,7518316,"Modern home, in Capitol Hill!",47.609104117931004,-122.31114998875164,Apartment,3,1.0,1.0,1.0,100.0,Seattle
885,5259194,"Fun/Cool House on Cap Hill, Bdrm #1",47.6118005661315,-122.31416139403605,House,2,1.0,1.0,1.0,99.0,Seattle
886,9256702,Spacious loft apt centrally located,47.6094176820892,-122.31210067984286,House,4,1.0,1.0,2.0,100.0,Seattle
888,2032805,Victorian Charm on Cherry Hill,47.607946153437354,-122.30754023332705,House,2,2.0,1.0,1.0,100.0,Seattle
889,3751503,Geeks Paradise ,47.61008938386134,-122.31368058540363,Apartment,2,1.0,1.0,1.0,96.0,Seattle
890,7581974,Central District Simple Clean Queen,47.604095585662144,-122.30540894196074,House,2,1.0,1.0,1.0,100.0,Seattle
891,6558980,Brand New Modern Townhome,47.61108859254959,-122.3158229308303,Townhouse,4,2.0,1.0,1.0,100.0,Seattle
892,2399736,"Spacious Lovely 2BR, Quiet, Parking",47.610575105488245,-122.30440130112288,Apartment,4,1.0,2.0,2.0,93.0,Seattle
894,6004165,Private 420 Studio near downtown,47.61006630122117,-122.30488121563559,House,2,1.0,0.0,1.0,100.0,Seattle
895,1826155,"Seattle ""Sweet Suite"" Cherry Hill ",47.60646090300378,-122.30747838724443,House,2,3.0,1.0,1.0,100.0,Seattle
896,4857192,Central Dist Townhome  2 Twin Bed/s,47.6063218446013,-122.30557718298296,House,2,1.0,1.0,2.0,100.0,Seattle
897,7748905,Central District Get-a-way,47.605501776376585,-122.303836938887,Apartment,2,1.0,1.0,1.0,98.0,Seattle
898,973859, BY Downtown*Universities*Hospitals,47.60767478303682,-122.30561848864168,House,6,1.0,2.0,3.0,96.0,Seattle
899,6716380,Spacious 2BR - prime time location,47.613694155123774,-122.30732536255795,House,4,1.0,2.0,2.0,92.0,Seattle
900,7953211,Central area home w/large backyard,47.607511222270524,-122.30758469273545,House,6,1.0,3.0,4.0,100.0,Seattle
901,5241773,"Cool/Fun House on Cap Hill, Bdrm #2",47.61243073102735,-122.31589739866129,House,2,1.0,1.0,1.0,98.0,Seattle
902,3144597,Sweet room near Capitol Hill!,47.61722523969229,-122.30263618609337,House,1,1.5,1.0,1.0,95.0,Seattle
903,7698916,Capitol Hill Master Bedroom,47.61350303138207,-122.31080262853337,Apartment,2,1.0,1.0,1.0,99.0,Seattle
904,7305969,"Walkable, private Capitol Hill room",47.6158783442314,-122.30773900975102,Townhouse,2,1.0,1.0,1.0,100.0,Seattle
905,5069495,Neat & Roomy Photography Studio,47.60254407146387,-122.30986442048628,Townhouse,4,0.5,1.0,1.0,95.0,Seattle
906,1817878,The Central in Seattle,47.60260013403676,-122.30951468571149,House,6,2.0,2.0,2.0,95.0,Seattle
907,4430381,Seattle Turret House (Apt 5),47.61075240080532,-122.31215203023541,Apartment,4,1.0,2.0,2.0,100.0,Seattle
908,6528192,Cozy Attic Apartment,47.6139624759284,-122.30418487413536,Apartment,1,1.0,1.0,1.0,89.0,Seattle
909,3177005,In the thick of things....,47.612455865657644,-122.3148894143841,Apartment,3,2.0,2.0,2.0,100.0,Seattle
910,4430233,Seattle Turret House (Apt 3),47.61093716288886,-122.31073313873723,Apartment,4,1.0,2.0,2.0,90.0,Seattle
911,670009,Sunny 3BDhome near Downtown Seattle,47.61240200729462,-122.31120715032816,House,8,1.0,3.0,3.0,72.0,Seattle
912,4577542,Stylish 2-Level Capitol Hill Flat,47.61092049068732,-122.31348962321856,Apartment,4,1.0,1.0,1.0,99.0,Seattle
913,6764646,Historic Capitol Hill home,47.608203769226634,-122.30999500401549,House,4,1.0,2.0,2.0,95.0,Seattle
914,4256705,"Comfortable, convenient,roof access",47.614977972009505,-122.30923613005676,Apartment,4,2.0,1.0,1.0,96.0,Seattle
915,8812578,Modern Sanctuary,47.60373014765212,-122.31314709187963,Apartment,4,1.0,2.0,2.0,100.0,Seattle
917,8195629,"Cozy, Capitol Hill, Classic 1920s",47.61280971286735,-122.30936984592195,Condominium,3,1.0,1.0,2.0,96.0,Seattle
918,2577625,Cute 1BD in Capitol Hill,47.61006942360317,-122.30772982677391,Apartment,2,1.0,1.0,1.0,98.0,Seattle
919,555858,Luxury Studio near Downtown Seattle,47.61014850829877,-122.30925566387418,House,2,1.0,1.0,1.0,90.0,Seattle
920,4814811,Bright Modern Room near Downtown,47.610467288397246,-122.31109126428028,House,2,1.0,1.0,1.0,99.0,Seattle
922,660603,"room w/ private entrance, full bath",47.614168002425004,-122.30746685721464,House,1,1.0,1.0,1.0,96.0,Seattle
923,3940265,Private Bed/Bath in Home: blue (B),47.614228588250846,-122.30838186065728,House,2,1.5,1.0,1.0,95.0,Seattle
924,7500976,Calm and Cozy Urban Oasis,47.607250528601554,-122.3081946389686,Apartment,6,1.0,2.0,2.0,100.0,Seattle
925,9516608,Modern 4BR/3.5BA Near Downtown,47.6119787445596,-122.30362147449677,House,8,3.5,4.0,5.0,100.0,Seattle
926,9712716,Central & quiet - close to downtown,47.61056398661628,-122.31291185698113,House,2,1.0,1.0,2.0,100.0,Seattle
927,5813657,Large 4- Bed House In Ideal Seattle,47.60419373184845,-122.309920112886,House,10,3.5,4.0,6.0,93.0,Seattle
928,8884826,Happy Central Seattle Townhouse,47.60262174893203,-122.3085165099408,Townhouse,6,1.5,2.0,3.0,100.0,Seattle
929,1978743,"Arty ""Cedar Tree"" Room  Cherry Hill",47.6076188376266,-122.3083245607994,House,2,3.0,1.0,1.0,99.0,Seattle
930,6091789,Family Friendly House July 20-27,47.60848067649264,-122.31069147338631,House,6,1.5,3.0,5.0,100.0,Seattle
931,6165353,"Spacious, Sunlit Capitol Hill Home",47.609518888787115,-122.31270359357129,House,3,1.0,1.0,1.0,95.0,Seattle
932,1244053,Private Room in Capitol Hill,47.60712102065274,-122.31046265372628,House,1,1.0,1.0,1.0,95.0,Seattle
933,8508223,The Parsonage: Modern 3bed/3.5bath,47.61704032410954,-122.30280625110277,Townhouse,8,3.5,3.0,5.0,100.0,Seattle
934,6991188,The Marion Flat on Cherry Hill,47.61089432766836,-122.30448009108758,House,3,1.0,1.0,1.0,100.0,Seattle
935,7344117,"SUPER TALL, 5-Level Loft, 2200sf",47.602301478046655,-122.3071731184703,Loft,10,2.5,2.0,8.0,96.0,Seattle
936,9506766,"California Modern, Open & Friendly",47.60613645495746,-122.30903284028965,House,2,1.0,1.0,1.0,100.0,Seattle
937,6451305,A Walkers Paradise in Capitol Hill!,47.609596252812395,-122.31643735359219,House,6,2.5,3.0,4.0,96.0,Seattle
938,7531405,Private Bed/Bath in Modern Townhome,47.60294718195021,-122.31321072182705,Townhouse,4,1.0,1.0,1.0,98.0,Seattle
939,9612147,2BR/1Bath near Seattle University,47.60216456223711,-122.31188220898945,House,4,1.0,2.0,2.0,90.0,Seattle
940,666897,LovelyCottage near Downtown Seattle,47.61137403766362,-122.30748121316677,House,4,1.0,1.0,1.0,75.0,Seattle
941,4061051,Private Floor in Sleek Modern House,47.6114829298139,-122.309765134676,House,4,1.5,1.0,1.0,83.0,Seattle
942,3394338,Folksy Garden Studio,47.61621959104925,-122.30732404585129,Apartment,2,1.0,0.0,1.0,93.0,Seattle
943,4238106,Sweet City Space,47.609270759348284,-122.31112560783598,Apartment,2,1.0,1.0,1.0,100.0,Seattle
944,7350059,Capitol Hill - Walk Score 91,47.61155082054678,-122.30681639587677,House,2,1.0,1.0,1.0,100.0,Seattle
945,5262750,Seclusion in the HEART of Seattle,47.612106274673366,-122.30412489624986,Apartment,3,1.0,1.0,2.0,100.0,Seattle
946,2802844,Room in award-winning modern home,47.601871882553645,-122.3071289967336,House,2,1.0,1.0,1.0,99.0,Seattle
947,3123632,Capitol Hill Condo Walk Everywhere!,47.613606890243645,-122.31243248207501,Apartment,2,2.0,1.0,1.0,100.0,Seattle
948,3024336,Sparkling Modern Seattle Home,47.6123795836555,-122.31374243089144,House,4,1.5,1.0,2.0,98.0,Seattle
949,8652185,Charming Seattle Home Near Downtown,47.607029624252775,-122.30694957710028,House,6,3.5,4.0,4.0,100.0,Seattle
951,3970736,Central Cozy private full 1 BR+ apt,47.6144192325638,-122.30672066700804,Apartment,5,1.0,1.0,1.0,97.0,Seattle
952,4546924,1 Bed+Den Eco-Retreat,47.60863925473037,-122.30653342411136,Apartment,4,1.0,1.0,3.0,99.0,Seattle
953,2760901,"Lovely Cottage, Walk to Pike/Pine",47.613401378455926,-122.3034552986589,House,2,1.0,1.0,1.0,98.0,Seattle
954,3490239,Perfect Family Vacation Home in SEA,47.6041843999341,-122.31263900562249,House,5,2.5,2.0,3.0,97.0,Seattle
955,3416217,Sweet retreat in central Seattle!,47.61250123105968,-122.3096554366618,Apartment,2,1.0,1.0,1.0,96.0,Seattle
956,5537833,Squire Park Lady 2-bed modern home,47.602755153333796,-122.31196885278419,House,4,1.0,2.0,3.0,100.0,Seattle
957,8372562,Luxury Lakeside Home with Views!,47.59680105291753,-122.28846141350495,House,5,3.0,3.0,5.0,100.0,Seattle
958,8866960,Cozy Creative Room - Private Bath,47.59631799843225,-122.29664682906359,Townhouse,2,1.0,1.0,1.0,90.0,Seattle
959,3354614,Charming Madrona 1 Bedroom,47.607249319709425,-122.29415319014328,Apartment,4,1.0,1.0,2.0,90.0,Seattle
961,7093738,Ted's modern home - Master room,47.595154323573006,-122.29666616633983,House,2,1.0,1.0,1.0,100.0,Seattle
962,5277900,Lovely home close to town and lake,47.60393133796265,-122.29451687656584,House,6,2.0,3.0,5.0,96.0,Seattle
963,1171574,Private Entrance and Central,47.607811030949534,-122.29576744304535,House,2,1.0,1.0,1.0,98.0,Seattle
965,74328,Spacious Designer Condo,47.60238655623353,-122.29534697074192,Apartment,3,1.0,1.0,1.0,93.0,Seattle
966,6728017,Fantastic modern home in Leschi,47.59526162757328,-122.29721290385794,House,7,2.5,3.0,3.0,100.0,Seattle
967,2612399,Studio Loft Garden Cottage,47.60744830941725,-122.29381553242443,Loft,2,1.0,0.0,1.0,99.0,Seattle
968,2515795,"Lovely family home, stunning views",47.59431107385529,-122.2944084494255,House,6,1.5,3.0,3.0,94.0,Seattle
969,7093910,Ted's modern home - 2nd master room,47.59537123237492,-122.29672945391698,House,2,1.0,1.0,1.0,60.0,Seattle
970,4170863,Mother in Law Apartment- Queen Bed,47.60459749472024,-122.29672495071482,Apartment,2,1.0,1.0,1.0,96.0,Seattle
971,7941079,Blue room in Sunny Seattle,47.592598516733105,-122.29554706025776,House,3,1.5,1.0,1.0,100.0,Seattle
972,1442973,Kitschy Central District w/ Hot Tub,47.592066432056846,-122.29356548923441,House,4,1.0,2.0,2.0,97.0,Seattle
973,4396961,"Grey Room, Seattle’s Best",47.60382448521499,-122.29325109126579,House,2,2.0,1.0,1.0,96.0,Seattle
974,5859152,New remodel. Chef's kitchen. A/C,47.591726420619935,-122.29598513622602,House,3,1.5,1.0,1.0,95.0,Seattle
976,2112625,Be a Guest in this Perfect Townhome,47.59394152059897,-122.29108797509295,House,2,1.5,1.0,1.0,98.0,Seattle
978,8273948,Secluded Apartment in Leschi,47.60582903444896,-122.28521021565494,Apartment,2,1.0,1.0,1.0,92.0,Seattle
979,319768,Family Friendly Modern Seattle Home,47.595708503221026,-122.29756855987095,House,8,2.5,3.0,4.0,100.0,Seattle
980,1961671,Madrona 3BR/ 2BA Charming Craftsman,47.60639203167424,-122.29061238496936,House,6,2.0,3.0,3.0,100.0,Seattle
981,3691288,Centrally Located 3bd/2.5ba Home,47.597088074145816,-122.29739477892484,House,8,2.5,3.0,3.0,100.0,Seattle
984,8049470,Lake Washington view on Bus 27 line,47.60297419124395,-122.29341954671641,Apartment,2,1.0,1.0,1.0,100.0,Seattle
985,1455908,"Convenient 2 BR, 10min to Downtown",47.6056844154396,-122.29535981728516,House,6,1.5,2.0,3.0,97.0,Seattle
986,8525825,Master with on suite bathroom,47.59465847216215,-122.29541071211945,Townhouse,2,1.5,1.0,1.0,100.0,Seattle
987,3463245,Private Studio Apt in Madrona,47.60778217714765,-122.28928428484629,Apartment,2,1.0,1.0,1.0,98.0,Seattle
988,4172364,Blue Room,47.60475366826954,-122.29438262841265,House,2,2.0,1.0,1.0,97.0,Seattle
989,3728802,Madrona Urban Oasis-Views & Space!!,47.60688432973414,-122.28724188509949,House,8,3.5,5.0,5.0,93.0,Seattle
990,6512378,Quiet Place in a Busy City,47.59254367665021,-122.29393824358317,Townhouse,1,1.0,1.0,1.0,97.0,Seattle
991,785830,Seattle View Home Near Lake/Downtow,47.60673689580715,-122.29008773601721,House,8,3.5,5.0,5.0,100.0,Seattle
992,8616606,Modern 2BR/2BA in Heart of Seattle,47.59220794796715,-122.29500317024632,House,4,2.5,2.0,2.0,97.0,Seattle
993,5078244,Private room heart of Seattle!,47.60161606791941,-122.29437983336092,Apartment,2,1.0,1.0,1.0,82.0,Seattle
994,7921278,The Nest,47.59788773837028,-122.29696275509468,Apartment,2,1.0,1.0,2.0,100.0,Seattle
995,8016610,Cute 2 BR/1 BA in Central Seattle,47.59481013397341,-122.2961644926146,House,4,1.0,2.0,2.0,100.0,Seattle
996,4468524,Yellow Room is Top Floor Top Notch!,47.60429647452136,-122.29435859796423,House,1,2.0,1.0,1.0,99.0,Seattle
997,8424532,Ideal Home for Small Reunions,47.60437921792089,-122.29111533563513,House,12,3.5,5.0,8.0,100.0,Seattle
998,6990882,Modern charm in heart of Seattle,47.5969705889193,-122.29648174969871,House,10,3.5,3.0,3.0,97.0,Seattle
999,4017140,Bed & Bath + Garden Oasis = Peace,47.591768317579344,-122.2943216628796,House,2,1.0,1.0,1.0,95.0,Seattle
1000,9489310,Cozy Escape,47.59390123053156,-122.29605353458516,Townhouse,2,1.0,1.0,1.0,100.0,Seattle
1001,8104742,Modern home in heart of Seattle,47.59522339418939,-122.29663666958423,House,10,3.5,3.0,3.0,100.0,Seattle
1003,6475289,Modern luxury unit near downtown,47.59770093552144,-122.29199955056565,Apartment,5,1.0,1.0,3.0,100.0,Seattle
1004,1377812,Lake Washington-Close to Downtown,47.60469679562237,-122.28548917606564,House,5,1.0,3.0,3.0,98.0,Seattle
1005,9512909,1 bedroom apt in Seattle/Leschi,47.60212071608815,-122.29012957077722,House,3,1.0,1.0,1.0,100.0,Seattle
1006,4432489,Spacious spot in central location,47.5949576810631,-122.2951654785332,House,4,1.0,1.0,1.0,94.0,Seattle
1007,7471629,Quintessential NorthWest Hideaway,47.59176976998948,-122.29228780851257,Apartment,3,1.0,1.0,1.0,96.0,Seattle
1008,8067827,The Lark's Nest,47.59319643391098,-122.29249213070776,House,2,2.0,1.0,1.0,100.0,Seattle
1009,4384095,Green Room,47.605745727362226,-122.2928298505583,House,2,2.0,1.0,1.0,97.0,Seattle
1010,1351716,Sweet Central District Guest House,47.595235633498014,-122.30972464852414,House,4,1.0,1.0,2.0,95.0,Seattle
1011,8392661,"New, Clean Third Floor Studio Apt",47.593622665958755,-122.30746179617256,Apartment,2,1.0,0.0,1.0,83.0,Seattle
1012,281208,"Luxury, Location, Great For Family",47.59379732048903,-122.30514883618577,House,6,2.5,2.0,4.0,98.0,Seattle
1013,7859909,"New, modern Townhouse in Central",47.59943910797546,-122.3063462664639,Townhouse,2,1.0,1.0,1.0,89.0,Seattle
1015,1404307,Gorgeous cottage 5 min to downtown,47.5914284600237,-122.30173872120228,House,4,1.5,2.0,2.0,99.0,Seattle
1017,877203,In Jimi Hendrix's neighborhood 2,47.60026601289113,-122.2998674161128,House,2,1.5,1.0,2.0,93.0,Seattle
1018,7037291,King Street Retreat,47.599217586556556,-122.31209972642121,Bungalow,2,1.5,1.0,1.0,94.0,Seattle
1019,7931386,Downtown Seattle Vacation Condo,47.59561764267818,-122.31082084464038,Condominium,4,2.0,3.0,2.0,100.0,Seattle
1021,6759104,Cozy Room - Netflix/Wi-Fi/Parking!,47.59695169306506,-122.30198714200607,House,2,2.0,1.0,1.0,93.0,Seattle
1022,7619060,Private Room/Bath in Modern Home #2,47.595159218622065,-122.30906125677713,House,2,1.0,1.0,1.0,98.0,Seattle
1023,7095802,"Quiet Room, 2-mile to downtown",47.59213627586876,-122.30008011656535,Apartment,2,1.0,1.0,1.0,84.0,Seattle
1025,3998922,Private Bed/Bath near Downtown,47.596226874431174,-122.30292305960572,House,2,1.0,1.0,1.0,96.0,Seattle
1027,5932882,Central Seattle Lodging House,47.58725541310016,-122.30038471405916,House,4,1.5,1.0,1.0,100.0,Seattle
1028,6187340,Studio near stadiums and downtown,47.59370214105586,-122.30810548794058,Apartment,2,1.0,0.0,1.0,100.0,Seattle
1029,8350401,Central Seattle Room,47.5862269592916,-122.29861610624313,House,2,1.5,1.0,1.0,100.0,Seattle
1030,1273432,Mod Home Central Seattle,47.601585233368866,-122.3069832058069,House,6,2.5,2.0,3.0,96.0,Seattle
1031,2830174,"Fun, Cozy Seattle Launchpad",47.593219756824254,-122.30889145858656,Apartment,2,1.0,1.0,1.0,97.0,Seattle
1032,9370866,Giant One Bedroom in the CD,47.599848367112884,-122.30703419904872,Apartment,4,1.5,2.0,2.0,100.0,Seattle
1035,3946160,Near Downtown Studio,47.59197873784819,-122.30717591339564,House,2,1.0,1.0,1.0,96.0,Seattle
1036,4061207,Family friendly home near downtown ,47.59316777374954,-122.30169915845056,House,4,2.0,2.0,3.0,100.0,Seattle
1037,113951,Oasis in the City,47.59704962483554,-122.29988677936632,House,6,2.5,3.0,3.0,100.0,Seattle
1039,5060388,"Urban cabin with loft, full kitchen",47.59958298665453,-122.31315383143051,Cabin,4,1.0,0.0,2.0,97.0,Seattle
1040,286712,3BR Central District House,47.597976177065156,-122.30087989418804,House,7,3.5,3.0,3.0,88.0,Seattle
1041,5463875,Seattle 1BD Condo - Great Location!,47.59437235356618,-122.30935811040432,Apartment,3,1.0,1.0,1.0,100.0,Seattle
1042,4316910,Cozy Suite ~1 Mile from Seahawks,47.59127370680727,-122.30576138406592,House,2,1.0,0.0,1.0,89.0,Seattle
1044,4777832,Huge Industrial Live-Work Loft,47.59578065882079,-122.30965294709827,Loft,4,1.0,0.0,2.0,99.0,Seattle
1045,7429207,Urban Farmhouse - Seattle Oasis,47.596390912097156,-122.30490548753951,House,4,2.0,3.0,2.0,100.0,Seattle
1046,7664565,"Private Room/Bath, Downtown-2 miles",47.59856675177875,-122.30754397003605,Apartment,2,1.0,1.0,1.0,98.0,Seattle
1047,5792683,"Beautiful, fully equipped studio ",47.5937104624609,-122.30419012599371,Apartment,3,1.0,0.0,2.0,90.0,Seattle
1048,1856970,Central location/1900s Home w/patio,47.599334725606184,-122.31136831687205,House,2,1.0,1.0,1.0,97.0,Seattle
1049,4084712,"Quaint & Cozy, a Place to Call Home",47.593611618809994,-122.3097999367515,House,4,1.0,2.0,3.0,93.0,Seattle
1050,6411986,Seattle Private Rm Next to Downtown,47.591966142116405,-122.30839293402664,Apartment,4,1.0,1.0,1.0,84.0,Seattle
1052,9426058,"Modern Apartment, Downtown-2 miles",47.60044105811189,-122.30922329574223,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1054,4297068,Modern + Green 2BD Townhouse,47.59982698879022,-122.30948305952512,Townhouse,4,2.0,2.0,2.0,100.0,Seattle
1055,8221520,3 BR/2.5 BA Home in Seattle,47.58748247047183,-122.30062210708007,House,8,3.0,3.0,3.0,94.0,Seattle
1056,2387605,Private Room/Bath in Modern Home #1,47.59412508467701,-122.30866189043124,House,4,1.0,1.0,2.0,98.0,Seattle
1057,8389809,Artists home,47.59428979601738,-122.3091904628022,Condominium,2,1.0,1.0,1.0,100.0,Seattle
1058,7048843,"Large Room, 2-mile to downtown",47.590832166247864,-122.29981339194988,House,2,0.5,1.0,1.0,86.0,Seattle
1059,879181,In Jimi Hendrix's neighborhood 3,47.60051049480219,-122.30199396646078,House,2,1.5,1.0,1.0,95.0,Seattle
1060,6423488,Modern and cozy home in Seattle,47.60138625566898,-122.30767904056343,House,4,2.0,2.0,2.0,96.0,Seattle
1061,7241905,1 Bedroom Apt near Downtown Seattle,47.60011268219346,-122.30375448214524,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1062,1246809,1BdRm 3bds w/AC fits 6snug Near DT ,47.581723470149925,-122.2989805327123,House,6,1.0,1.0,3.0,89.0,Seattle
1064,5615620,Downtown Apt by Pike Place Market,47.60927418099725,-122.34087737931169,Apartment,2,1.0,0.0,1.0,95.0,Seattle
1065,936484,Marketside Flats next to Pike! MS1,47.60854614710939,-122.33919154815945,Apartment,2,1.0,1.0,2.0,91.0,Seattle
1066,5415077,Spacious Room in Pike Place Market!,47.60979836461152,-122.34036797019972,Condominium,2,2.0,1.0,1.0,95.0,Seattle
1067,938785,Best Ocean Views By Pike Place! PA1,47.60846226651112,-122.33950625460922,Apartment,4,1.0,1.0,2.0,86.0,Seattle
1068,934216,Amazing Waterview! PIKE PLACE! HSW,47.60816272667272,-122.33899258677359,Apartment,6,2.0,2.0,3.0,88.0,Seattle
1069,6119821,Green Tortoise Hostel,47.60908008126359,-122.3401055293267,Dorm,8,0.0,1.0,8.0,93.0,Seattle
1070,3385421,Triple Venti View & Suite Lux,47.61217391381203,-122.34339349369623,Apartment,4,2.5,2.0,2.0,99.0,Seattle
1071,5981343,Pikes market with view and parking,47.608663438061065,-122.34130108409687,Apartment,6,1.0,1.0,3.0,98.0,Seattle
1072,9706229,Pike Place Market - Art Suite,47.61051908413297,-122.34180959822972,Apartment,2,1.0,0.0,1.0,87.0,Seattle
1073,8212989,Green Tortoise,47.60772361283373,-122.34047579709434,Dorm,8,8.0,1.0,8.0,87.0,Seattle
1075,5422159,Luxurious Seattle Apartment,47.607771083471356,-122.33963978133644,Apartment,3,1.0,0.0,1.0,91.0,Seattle
1076,9532861,Modern Loft in Pike Place,47.61056026415293,-122.34129640209343,Apartment,2,1.0,0.0,1.0,60.0,Seattle
1077,3380159,Pike's Place. 100 Walkscore,47.60969349498421,-122.34199733819227,Apartment,3,1.0,1.0,1.0,94.0,Seattle
1078,9294683,Pike Place Market - Art Gallery,47.60846137579494,-122.34188834531841,Apartment,3,1.0,1.0,1.0,99.0,Seattle
1079,8253456,Modern apt. In the heart of Seattle,47.6109952681579,-122.34352190634351,Apartment,4,1.0,0.0,2.0,98.0,Seattle
1080,944237,"Pike Place Market, Parking, View S3",47.607237593725756,-122.34131427066427,Apartment,4,1.0,1.0,2.0,93.0,Seattle
1081,4165387,2BD SEA Pike Place & Belltown Haven,47.60800145757679,-122.33984576376696,Apartment,4,2.0,2.0,2.0,98.0,Seattle
1082,9866984,Downtown Seattle Apartment 1BR Unit,47.60880267142026,-122.33930029784277,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1083,7179337,"Location!! A/C, Parking, Loaded, S5",47.60775334107186,-122.34134792020953,Apartment,4,1.0,1.0,2.0,92.0,Seattle
1085,8015531,Large Pike Place Apt w/ Balcony,47.60855884319104,-122.3402695683243,Apartment,4,1.0,0.0,2.0,95.0,Seattle
1086,991961,"2 Bedroom, 2 Bath Cloud Nine Oasis",47.608170005509535,-122.33837592287016,Apartment,5,2.0,2.0,2.0,100.0,Seattle
1088,8035212,Pike Place Market - Downtown Apt,47.607680970330456,-122.34026667821816,Apartment,3,1.0,0.0,2.0,97.0,Seattle
1089,8053396,Pike Place Market GetAway with View,47.608737748300506,-122.34118078540386,Apartment,3,1.0,1.0,1.0,95.0,Seattle
1091,2516391,Lake Union City Cabin,47.64482057138439,-122.32748842671565,House,3,1.0,1.0,2.0,98.0,Seattle
1092,7581631,Modern + Cozy Eastlake/Lk Union 2BR,47.64091729878666,-122.32332152102768,Apartment,4,1.0,2.0,2.0,100.0,Seattle
1093,7067650,Charming Eastlake Bungalow,47.64208137387094,-122.32460508028248,House,4,1.0,1.0,1.0,93.0,Seattle
1094,706385,"Lake Union view ""Sky Cabin"" apt.",47.643389989726074,-122.32582194935232,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1095,6005443,Spanish Deco Lakeside Apartment,47.64052530397061,-122.32852056796554,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1096,6883913,Cozy Eastlake Flat. Amazing Views,47.63917688779133,-122.32622512567526,Apartment,2,1.0,1.0,1.0,95.0,Seattle
1097,6523393,Great Location by Lake Union & SLU,47.639478104876645,-122.32593091508474,Apartment,4,1.0,1.0,1.0,98.0,Seattle
